titulo,precio,lanzamiento,clasificacion,multijugador,nombre,fecha_lanzamiento,exclusivo,calificacion_media
Command & Conquer 3: Kane's Wrath,43.65,2016-09-02,M (Mature),True,Multiplayer,2017-02-11,False,2.69
Lost: Via Domus,13.69,2019-09-24,E (Everyone),True,Action,2020-03-04,True,3.43
NHL 2K9 ,16.97,2019-10-05,M (Mature),True,FPS,2021-05-22,False,1.0
Eternal Sonata,96.04,2017-09-22,E10+ (Everyone 10 and Older),True,Aventura,2018-05-20,True,1.84
Viva Pi$?ata: Trouble in Paradise,96.11,2020-09-14,EC (Early Childhood),False,MOBA,2020-07-07,True,3.16
FlatOut: Head On,30.34,2022-04-08,M (Mature),True,Aventura,2020-02-10,True,3.39
Viking: Battle for Asgard,52.23,2019-01-04,M (Mature),True,Estrategia,2023-09-12,True,2.31
Neopets Puzzle Adventure,98.85,2018-11-20,E (Everyone),True,MMORPG,2016-01-23,True,4.0
TNA iMPACT!,79.38,2016-10-05,T (Teen),True,RPG,2023-09-04,True,1.03
Tomb Raider: Underworld,60.94,2017-11-07,E (Everyone),False,MOBA,2021-10-17,False,1.51
The Club,76.33,2019-08-01,E (Everyone),True,MMORPG,2015-10-13,True,2.18
The Chronicles of Narnia: Prince Caspian,28.46,2021-08-06,EC (Early Childhood),True,Action,2014-12-11,True,4.68
Cabela's Dangerous Hunts 2009,59.19,2024-02-01,E10+ (Everyone 10 and Older),True,MMORPG,2021-08-04,True,3.43
Dark Messiah of Might and Magic: Elements,30.98,2023-09-13,RP (Rating Pending),False,FPS,2020-12-15,True,4.3
Fracture,87.35,2023-11-02,EC (Early Childhood),False,MOBA,2015-06-03,False,2.39
Bomberman Land,33.79,2017-01-14,RP (Rating Pending),True,Action,2016-07-25,False,3.71
Nitrobike,82.51,2022-10-07,RP (Rating Pending),True,Aventura,2017-02-02,False,2.02
Culdcept Saga,36.23,2015-03-07,EC (Early Childhood),True,RPG,2017-04-03,True,2.1
Facebreaker,35.19,2016-04-24,EC (Early Childhood),False,FPS,2015-03-13,True,1.74
MLB Power Pros 2008,62.26,2019-06-07,AO (Adults Only),True,FPS,2023-05-27,False,4.39
Mushroom Men: The Spore Wars,31.18,2015-09-20,AO (Adults Only),False,Aventura,2022-03-11,True,4.37
Dragon Quest V: Hand of the Heavenly Bride,96.5,2019-01-10,EC (Early Childhood),False,Estrategia,2020-02-07,False,1.89
Ninjatown,26.08,2022-07-12,AO (Adults Only),True,MMORPG,2014-04-23,True,4.62
Super Dodgeball Brawlers,32.01,2020-12-31,AO (Adults Only),True,MMORPG,2019-12-29,True,2.12
Dokapon Kingdom,50.59,2021-05-21,RP (Rating Pending),True,MMORPG,2014-08-21,True,1.03
Alone in the Dark,18.81,2022-06-08,EC (Early Childhood),True,MMORPG,2022-09-23,False,3.33
NBA 09: The Inside,75.31,2016-05-02,M (Mature),True,Action,2019-07-11,False,3.11
Sega Superstars Tennis,17.04,2022-09-28,E10+ (Everyone 10 and Older),True,MMORPG,2020-04-09,False,3.76
Baja: Edge of Control,19.32,2022-09-16,E10+ (Everyone 10 and Older),True,Action,2016-04-28,False,3.91
Destroy All Humans! Big Willy Unleashed,81.46,2015-02-04,AO (Adults Only),True,Estrategia,2020-11-29,True,2.96
Space Invaders Extreme,21.22,2018-05-19,T (Teen),True,FPS,2018-03-30,False,2.39
Ultimate Band,36.9,2019-12-30,AO (Adults Only),True,Action,2021-08-09,True,4.4
The Club,88.79,2014-07-13,T (Teen),True,RPG,2019-05-05,True,1.91
Madagascar: Escape 2 Africa,47.88,2015-03-21,E10+ (Everyone 10 and Older),True,Action,2016-02-05,True,2.61
NBA Ballers: Chosen One,28.57,2018-12-20,RP (Rating Pending),True,Action,2023-09-05,True,3.88
Dream Pinball 3D,70.99,2015-04-09,E10+ (Everyone 10 and Older),True,MOBA,2021-07-25,True,3.27
Madagascar: Escape 2 Africa,94.48,2015-10-15,T (Teen),False,FPS,2022-06-18,True,3.53
Pro Evolution Soccer 2008,11.63,2019-01-15,E10+ (Everyone 10 and Older),False,Aventura,2019-12-17,True,4.06
Avalon Code,30.6,2018-09-15,T (Teen),True,Aventura,2014-10-15,True,4.51
Disgaea DS,35.67,2020-05-13,M (Mature),True,Estrategia,2022-04-08,True,3.16
Guitar Rock Tour,22.27,2021-02-06,E (Everyone),False,Estrategia,2015-12-20,True,3.62
Lost in Blue 3,48.2,2020-04-13,AO (Adults Only),True,MMORPG,2022-03-22,True,2.0
Syberia,63.14,2018-03-10,EC (Early Childhood),True,Estrategia,2024-04-15,False,2.73
Afrika,89.33,2020-10-26,M (Mature),True,MMORPG,2017-03-15,True,2.14
NFL Head Coach 09,61.22,2019-02-18,E10+ (Everyone 10 and Older),True,Action,2021-06-03,False,3.3
NHL 2K9,76.47,2017-06-09,E (Everyone),False,MMORPG,2023-01-07,True,2.84
Brothers in Arms: Double Time,76.18,2015-04-28,M (Mature),True,Multiplayer,2016-04-20,True,4.33
ObsCure: The Aftermath,28.72,2021-12-14,RP (Rating Pending),False,Action,2020-01-21,True,2.49
MotoGP 08,21.32,2019-11-05,EC (Early Childhood),True,Aventura,2017-08-04,False,3.55
NFL Head Coach 09,95.85,2022-10-04,T (Teen),True,Action,2018-05-16,True,2.04
NFL Tour,80.56,2023-11-22,RP (Rating Pending),False,Multiplayer,2023-12-27,False,2.89
Pinball Hall of Fame: The Williams Collection,41.43,2020-03-08,T (Teen),False,Estrategia,2019-10-31,True,2.11
Baja: Edge of Control,94.12,2022-05-28,M (Mature),True,FPS,2020-05-22,True,3.62
NFL Tour,25.31,2023-12-31,EC (Early Childhood),False,Multiplayer,2018-04-19,False,3.19
Wall-E,98.49,2018-05-22,E10+ (Everyone 10 and Older),True,Multiplayer,2016-02-14,True,2.49
Ninja Reflex,18.79,2022-01-01,RP (Rating Pending),False,Action,2020-12-21,True,2.95
Conflict: Denied Ops,34.77,2023-01-19,E10+ (Everyone 10 and Older),True,RPG,2018-01-31,True,1.71
Top Spin 3,86.22,2017-02-01,RP (Rating Pending),True,MOBA,2024-02-09,True,2.98
Blitz: The League II,40.91,2015-01-09,AO (Adults Only),False,MMORPG,2016-12-22,False,2.07
Hellboy: The Science of Evil,15.6,2022-04-28,EC (Early Childhood),False,RPG,2014-04-26,False,2.63
Castlevania Judgment,49.76,2014-05-14,T (Teen),False,MMORPG,2015-03-08,False,4.74
Death Jr. II: Root of Evil,65.11,2023-01-04,EC (Early Childhood),True,Aventura,2020-10-22,True,3.02
Raiden IV,88.82,2017-01-14,RP (Rating Pending),True,RPG,2020-11-05,True,4.54
Metal Slug 7,77.34,2023-01-14,RP (Rating Pending),False,MOBA,2019-09-28,False,4.64
Spider-Man: Web of Shadows,42.52,2015-06-04,EC (Early Childhood),True,Multiplayer,2023-12-25,True,3.94
Trauma Center: Under The Knife 2,93.71,2022-10-13,RP (Rating Pending),False,Estrategia,2020-07-22,True,1.67
Fracture,63.53,2023-08-31,EC (Early Childhood),True,Multiplayer,2022-10-02,False,1.87
Alone in the Dark,98.23,2016-08-07,E10+ (Everyone 10 and Older),False,MOBA,2020-08-20,True,2.69
Final Fantasy Fables: Chocobo's Dungeon,84.46,2015-02-13,M (Mature),True,Aventura,2020-01-30,False,4.86
The King of Fighters Collection: The Orochi Saga,55.07,2023-12-27,RP (Rating Pending),True,FPS,2019-05-07,False,3.1
Klonoa: Door to Phantomile,69.93,2019-11-23,E (Everyone),False,FPS,2016-10-20,False,1.16
Samurai Warriors: Katana,72.27,2016-08-20,AO (Adults Only),True,Aventura,2022-10-10,False,2.15
Battle of the Bands,67.84,2024-01-05,E (Everyone),True,MMORPG,2017-10-01,False,4.55
Hellboy: The Science of Evil,56.32,2017-05-07,EC (Early Childhood),False,Action,2018-07-24,False,2.12
Dragon Ball: Origins,39.28,2016-03-26,M (Mature),False,Action,2024-01-29,False,4.9
Ninja Reflex,66.16,2022-09-22,E10+ (Everyone 10 and Older),True,FPS,2019-03-22,True,2.2
Space Bust-A-Move,32.91,2021-11-25,AO (Adults Only),False,Multiplayer,2019-10-16,False,3.93
Top Spin 3,28.55,2015-06-30,RP (Rating Pending),True,Estrategia,2021-05-20,False,2.57
UEFA Euro 2008,87.09,2019-05-02,EC (Early Childhood),False,MOBA,2023-09-08,True,1.1
"Blast Works: Build, Trade, Destroy",96.56,2020-04-09,RP (Rating Pending),False,MMORPG,2021-09-18,False,2.55
FIFA Street 3,21.57,2023-02-21,EC (Early Childhood),False,FPS,2017-03-02,True,1.6
Blitz: The League II,22.2,2022-10-31,RP (Rating Pending),False,MOBA,2019-02-07,True,3.18
Space Chimps,65.44,2016-10-10,E10+ (Everyone 10 and Older),True,Action,2022-10-25,True,3.32
The Spiderwick Chronicles,19.95,2020-06-15,E10+ (Everyone 10 and Older),False,Estrategia,2021-08-19,True,3.96
Etrian Odyssey II: Heroes of Lagaard,78.34,2023-03-20,RP (Rating Pending),True,Action,2017-02-25,False,3.77
Line Rider 2: Unbound,19.23,2017-12-23,AO (Adults Only),False,RPG,2018-05-04,True,4.88
The King of Fighters Collection: The Orochi Saga,10.48,2024-02-11,E (Everyone),True,FPS,2016-02-02,False,4.65
Target: Terror,65.9,2019-03-23,AO (Adults Only),False,Action,2014-10-28,False,3.75
Legendary,52.36,2020-09-11,T (Teen),False,MOBA,2019-02-19,True,2.55
Universe at War: Earth Assault,88.98,2021-10-30,E10+ (Everyone 10 and Older),True,Aventura,2024-03-14,False,2.52
Smash Court Tennis 3,20.07,2015-05-25,EC (Early Childhood),True,RPG,2018-01-23,True,2.35
Code Lyoko: Fall of X.A.N.A,54.5,2023-04-30,EC (Early Childhood),False,Estrategia,2022-07-23,False,1.87
Knights in the Nightmare,91.94,2020-09-03,EC (Early Childhood),False,Estrategia,2018-10-22,False,1.93
Lock's Quest,17.05,2017-06-21,RP (Rating Pending),True,Multiplayer,2019-09-17,True,4.24
Master of the Monster Lair,52.48,2014-08-28,E10+ (Everyone 10 and Older),True,MMORPG,2018-11-01,False,2.21
N+,63.64,2018-03-15,E (Everyone),True,Estrategia,2020-11-23,True,4.57
Pipe Mania,91.08,2020-05-31,E (Everyone),True,Multiplayer,2020-03-09,True,1.01
The Spiderwick Chronicles,37.78,2020-02-20,RP (Rating Pending),True,Estrategia,2022-01-17,False,1.39
Summon Night: Twin Age,71.07,2017-08-14,AO (Adults Only),False,FPS,2015-05-14,True,1.2
Wild Arms XF,96.64,2015-06-19,M (Mature),False,Multiplayer,2015-10-31,True,1.48
FIFA Street 3,97.19,2014-12-01,EC (Early Childhood),False,Estrategia,2020-03-02,False,2.37
MotoGP 08,23.89,2021-02-01,EC (Early Childhood),False,RPG,2016-06-19,False,2.48
Harvey Birdman: Attorney at Law,57.45,2020-04-12,EC (Early Childhood),True,Aventura,2018-12-22,True,1.18
Let's Tap,51.41,2020-12-15,E10+ (Everyone 10 and Older),False,Action,2022-07-25,True,3.37
NHL 2K9,48.62,2023-06-10,E10+ (Everyone 10 and Older),False,Multiplayer,2022-03-08,True,2.23
Conflict: Denied Ops,31.54,2019-04-30,AO (Adults Only),False,FPS,2021-04-25,True,2.61
Worms: A Space Oddity,79.37,2023-02-02,T (Teen),False,Aventura,2022-12-13,True,1.02
UEFA Euro 2008,53.97,2016-11-23,AO (Adults Only),False,Multiplayer,2019-11-08,False,4.0
Overlord: Raising Hell,43.38,2022-07-03,RP (Rating Pending),True,RPG,2023-10-15,True,1.06
Battle Fantasia,40.25,2016-07-18,AO (Adults Only),True,Aventura,2016-01-22,True,3.98
Bangai-O Spirits,89.93,2016-11-08,AO (Adults Only),True,MMORPG,2014-11-30,False,2.01
Dungeon Explorer: Warriors of Ancient Arts,64.37,2017-03-14,M (Mature),False,Action,2014-10-09,True,3.12
From the Abyss,92.63,2024-01-18,M (Mature),True,MOBA,2023-08-09,True,3.9
New International Track & Field,70.19,2018-06-04,RP (Rating Pending),False,RPG,2022-10-30,True,1.11
Soul Bubbles,87.85,2019-02-13,E10+ (Everyone 10 and Older),False,Aventura,2015-03-03,False,3.2
Tropix!,57.54,2020-09-13,AO (Adults Only),False,MOBA,2016-04-22,True,3.82
Unsolved Crimes,51.37,2017-11-13,E (Everyone),False,RPG,2018-01-27,True,1.02
Zubo,31.64,2020-12-25,EC (Early Childhood),True,MMORPG,2021-12-18,True,1.87
Ford Racing Off Road,86.13,2018-03-01,E (Everyone),True,Estrategia,2021-08-21,False,4.48
Harvey Birdman: Attorney at Law,43.6,2019-05-02,T (Teen),False,Action,2018-03-29,True,1.99
Secret Agent Clank,82.03,2016-05-14,E10+ (Everyone 10 and Older),True,MOBA,2015-03-20,False,3.18
Space Invaders Extreme,88.15,2022-02-08,M (Mature),False,Estrategia,2023-12-12,False,3.55
Armored Core: For Answer,16.44,2018-09-17,E (Everyone),False,FPS,2018-08-17,True,4.56
Legendary,25.3,2024-03-29,E (Everyone),True,Estrategia,2023-10-15,True,4.48
Agatha Christie: Evil Under the Sun,35.85,2019-04-16,EC (Early Childhood),True,Multiplayer,2022-05-06,False,3.27
Agatha Christie: And Then There Were None,21.31,2017-02-15,T (Teen),False,MOBA,2019-08-17,False,1.58
Armored Core: For Answer,17.12,2022-09-20,E (Everyone),False,Action,2019-11-28,False,3.92
Cradle of Rome,23.54,2016-01-15,E10+ (Everyone 10 and Older),False,Action,2019-02-17,True,3.65
The Dark Spire,32.51,2018-06-21,T (Teen),True,MOBA,2015-03-23,True,2.79
"Flower, Sun and Rain",97.22,2023-11-09,EC (Early Childhood),False,Estrategia,2016-10-26,True,1.2
Insecticide,98.82,2017-10-09,AO (Adults Only),True,Estrategia,2020-02-11,False,3.65
Izuna 2: The Unemployed Ninja Returns,25.09,2016-04-10,EC (Early Childhood),False,FPS,2016-11-05,False,2.81
Looney Tunes: Cartoon Conductor,84.34,2022-03-30,T (Teen),False,FPS,2022-10-13,True,3.13
Nanostray 2,24.51,2016-06-14,M (Mature),False,Aventura,2017-08-19,True,4.76
Hellboy: The Science of Evil,72.73,2023-09-25,T (Teen),True,Action,2020-06-30,True,2.24
Pipe Mania,45.28,2021-12-16,E (Everyone),False,Estrategia,2014-10-19,True,3.25
UEFA Euro 2008,29.68,2019-12-30,E10+ (Everyone 10 and Older),False,Multiplayer,2015-11-27,True,1.37
Vampire Rain,79.16,2018-11-30,E10+ (Everyone 10 and Older),True,MMORPG,2015-01-31,False,1.71
Baroque,40.74,2021-07-27,E (Everyone),False,Action,2019-09-18,False,4.01
Supreme Commander,67.13,2016-10-29,T (Teen),True,Action,2016-01-10,True,2.54
Hail to the Chimp,62.77,2016-05-31,E10+ (Everyone 10 and Older),True,Action,2018-06-08,False,1.28
Assassin's Creed: Altar's Chronicles,35.68,2021-05-16,T (Teen),True,Aventura,2017-05-14,True,4.3
The Legend of Kage 2,69.41,2023-06-08,EC (Early Childhood),True,Multiplayer,2015-05-04,True,4.2
Rhapsody: A Musical Adventure,77.51,2021-06-20,EC (Early Childhood),False,RPG,2023-05-25,False,3.31
Secret Files: Tunguska,66.71,2015-11-17,AO (Adults Only),False,RPG,2020-01-05,True,3.06
Fading Shadows,74.96,2023-09-12,E (Everyone),True,Estrategia,2014-08-10,True,3.66
Hail to the Chimp,65.15,2022-03-16,E10+ (Everyone 10 and Older),False,FPS,2017-11-15,False,2.67
Secret Files: Tunguska,52.12,2017-08-07,T (Teen),True,Aventura,2024-02-17,False,2.14
Chicken Hunter,15.96,2018-09-06,EC (Early Childhood),True,Aventura,2021-07-06,False,3.02
